Date,Open,High,Low,Close,Adj Close,Volume,MA_short,MA_long,MACD,MACD_signal,RSI,BOLL_mid,BOLL_up,BOLL_low,BOLL_bw,BOLL_bw_med,Return,Signal,Position,Cost,Strategy_Return
2022-01-03,0.7268498539924622,0.7279079556465149,0.7185900807380676,0.7268181443214417,0.7268181443214417,0,0.717679238319397,0.7286728779474895,0.0010986763170546254,-0.000822833345010831,69.32071563955978,0.717679238319397,0.7299158010609204,0.7054426755778735,0.03410036709485423,0.04160391827514435,0.002535198738418787,0.0,0.0,0.0,0.0
2022-01-04,0.7196900844573975,0.7248998284339905,0.7185301780700684,0.7197999358177185,0.7197999358177185,0,0.7184232175350189,0.7284222056468328,0.0008557402510097623,-0.00048711862580671237,61.72269590486043,0.7184232175350189,0.7291039629789695,0.7077424720910683,0.029733853759897358,0.04160391827514435,-0.009656072235614488,0.0,0.0,0.0,-0.0
2022-01-05,0.7241076827049255,0.7271801829338074,0.7223398089408875,0.7238802313804626,0.7238802313804626,0,0.719004237651825,0.728261728088061,0.0009811473638030588,-0.00019346542788475815,59.69977865632877,0.719004237651825,0.7295365137619285,0.7084719615417214,0.029296840153545126,0.04160391827514435,0.005668652301432653,0.0,0.0,0.0,0.0
2022-01-06,0.722300112247467,0.722300112247467,0.7146599292755127,0.7220800518989563,0.7220800518989563,0,0.7192582368850708,0.727986279129982,0.00092461557201029,3.015077209425149e-05,55.92155515116488,0.7192582368850708,0.729831944219696,0.7086845295504457,0.029401699674423624,0.04160391827514435,-0.0024868471377832435,0.0,0.0,0.0,-0.0
2022-01-07,0.7163991332054138,0.71859210729599,0.7131090760231018,0.7162600159645081,0.7162600159645081,0,0.7193406164646149,0.7275676131248474,0.0004055109817094893,0.00010522281401729906,55.98416836205724,0.7193406164646149,0.7297868259427128,0.708894406986517,0.029043847209513977,0.04160391827514435,-0.008060097933937471,0.0,0.0,0.0,-0.0
2022-01-10,0.7178699374198914,0.7205129861831665,0.7149393558502197,0.7179111242294312,0.7179111242294312,0,0.7194056928157806,0.7271581540505091,0.00012589623857084398,0.00010935749892800804,58.9204506396792,0.7194056928157806,0.729796335594307,0.7090150500372542,0.028886740492300122,0.04160391827514435,0.0023051800018456525,0.0,0.0,0.0,0.0
2022-01-11,0.7181999087333679,0.7200978994369507,0.7155701518058777,0.71809983253479,0.71809983253479,0,0.7196448028087616,0.7267648170391718,-7.955620236188565e-05,7.157475867002931e-05,54.69215696515611,0.7196448028087616,0.7296588271371974,0.7096307784803259,0.027830463832577458,0.04160391827514435,0.0002628574749574675,0.0,0.0,0.0,0.0
2022-01-12,0.7212998270988464,0.7279201745986938,0.7200901508331299,0.7209799885749817,0.7209799885749817,0,0.7201637893915176,0.7263191590706507,-9.860553705776098e-06,5.528769619486823e-05,49.33665164508884,0.7201637893915176,0.7292357266264271,0.7110918521566081,0.025194094367267737,0.040614198166280514,0.004010801715445433,0.0,0.0,0.0,0.0
2022-01-13,0.7281995415687561,0.7313999533653259,0.7274896502494812,0.7282207608222961,0.7282207608222961,0,0.7207423180341721,0.7259306728839874,0.0006224681315365466,0.00016872378326320388,56.63013764907952,0.7207423180341721,0.730331793630901,0.7111528424374433,0.026609997378492175,0.03949885872800798,0.010042958697960236,0.0,0.0,0.0,0.0
2022-01-14,0.7280197739601135,0.7295010089874268,0.722180187702179,0.7282260060310364,0.7282260060310364,0,0.7212755739688873,0.7256282726923625,0.001111207110910395,0.0003572204487926421,56.93116410100968,0.7212755739688873,0.7312965787242665,0.7112545692135082,0.0277868962073334,0.03878271101146198,7.202772871028884e-06,0.0,0.0,0.0,0.0
2022-01-17,0.7216413021087646,0.7230997681617737,0.7196201682090759,0.7216517329216003,0.7216517329216003,0,0.7217732518911362,0.7252073069413503,0.0009570154978618683,0.0004771794586064874,47.60577000788694,0.7217732518911362,0.7307229216374361,0.7128235821448362,0.02479911723758315,0.03804845860464777,-0.009027792271889656,0.0,0.0,0.0,-0.0
2022-01-18,0.7211599349975586,0.7227783203125,0.7176175117492676,0.7210798263549805,0.7210798263549805,0,0.7222797513008118,0.7247389733791352,0.0007796817672488521,0.0005376799203349604,47.305055081389746,0.7222797513008118,0.7296591324882158,0.7149003701134078,0.02043358179185801,0.03760373849953519,-0.0007924966303406444,0.0,0.0,0.0,-0.0
2022-01-19,0.7189300060272217,0.7238100171089172,0.7178699374198914,0.7187501788139343,0.7187501788139343,0,0.7224782645702362,0.724196512500445,0.0004460189919301971,0.0005193477346540077,41.69082031629933,0.7224782645702362,0.7291917181530119,0.7157648109874606,0.018584513644210782,0.03703197519569035,-0.003230776199664831,0.0,0.0,0.0,-0.0
2022-01-20,0.7218131422996521,0.7275600433349609,0.7216725945472717,0.721700131893158,0.721700131893158,0,0.7224932849407196,0.7237235973278682,0.00041484334246544297,0.0004984468562162948,46.35132805558871,0.7224932849407196,0.7291979166438151,0.7157886532376242,0.01855970662383539,0.036523712451006614,0.004104281523924724,0.0,0.0,0.0,0.0
